Filename,datetime,aCode,acc,AttSize,Act,AttCnt,AttNames,MsgSize,MsgId,Hld
process_20200203140928531.log,2020-02-03T14:05:50-0500,kX49EW-_M-qlbr-OGVEfRA,CUSA31A369,0,Acc,0,"""~WRD069.jpg"", ""image001.jpg"", ""image002.jpg""",15260,<CA++uNFtgjv7eoiWea4sZR3n7shviQbBUi-=8a-WA18igeevYSQ@mail.gmail.com>,
process_20200203140936073.log,2020-02-03T13:34:23-0500,1QdhNHykMc6ccNZlohrdkw,CUSA31A369,0,Acc,0,,49369,<ed58b19f2b88e4a743b950765.badd9350ce.20200203183348.e0ad2e0b59.54a39479@mail30.wdc01.mcdlv.net>,
process_20200203140936073.log,2020-02-03T13:42:04-0500,vXbrehSpM8G1DhzQ1BpKgg,CUSA31A369,0,Acc,0,"""bodypart.ical""",10193,<BL0PR06MB42437FAB87B4FA2B59A44CE6A9000@BL0PR06MB4243.namprd06.prod.outlook.com>,
process_20200203140936073.log,2020-02-03T13:53:33-0500,A76IlPQPO1e6zdoCB0zDAg,CUSA31A369,0,Acc,0,,7072,<d952d51afedb3121c84cc5bae3adc4cd@mgtmedia.com>,
process_20200203140942348.log,2020-02-03T13:48:21-0500,E3zTBGTNNL6ZM-vCTXbXgw,CUSA31A369,0,Acc,0,,6716,<5e386af19f20f_66eceb8007735bd@coggno-p1-new.tmail>,
process_20200203140946600.log,2020-02-03T13:47:28-0500,u2jsrx1sPLmnNu5b-pP1EQ,CUSA31A369,0,Acc,0,"""image001.jpg"", ""image002.png"", ""image003.png"", ""image006.png"", ""image007.png"", ""image008.png"", ""image009.png""",37172,<2450055B78D01C4695B4559BB179A42438AEB3A8@B00MBX2-A.mhc.trk>,
process_20200203140946600.log,2020-02-03T13:50:04-0500,9dMI8Yp_NmuukePqY_wQ4A,CUSA31A369,0,Acc,0,,19092,<networks/1718933/messages/533260441214976@yammer.com.5e386b58e6b39_4d93fe18efd47c455333854>,
process_20200203140949270.log,2020-02-03T13:47:08-0500,ugsqCa6fPXaW6j1Jru8hmA,CUSA31A369,0,Acc,0,"""image001.jpg""",13292,<b39e478c9eec4fd987ce0d22b2724ed1@ami-exch-2012.AMI.LOCAL>,
process_20200203140950856.log,2020-02-03T13:36:44-0500,qJ_dKcXVOXCzkxQ9qXMwMg,CUSA31A369,0,Acc,0,"""image001.jpg"", ""image002.jpg""",76977,<CH2PR07MB72063ED260294CD3142EA1D193000@CH2PR07MB7206.namprd07.prod.outlook.com>,
process_20200203140950856.log,2020-02-03T14:04:29-0500,xAXX99JlOmiBNk0Qo3vWZQ,CUSA31A369,0,Acc,0,,63236,<XR3rP9vCTtec5IazRSqVuQ@ismtpd0036p1iad1.sendgrid.net>,
process_20200203140951096.log,2020-02-03T13:36:06-0500,-awLsBJ6PvqcrjD02XXMyA,CUSA31A369,0,Acc,0,,58098,<xserial.s56bN0sKHCtUZ0RypCl9Axf6w1m0ULsKcwsIADLkxMzjn3mkB+VeqmnTM24ZE62QbhDXipahUporjVqbKake6UY40pGrlpGiWaCisHDwOMRrbogO7+xRhytSvKzvvldT45tVj1WzYg52crL1C/dzwUYJzg==@getresponse-mail.com>,
process_20200203140951096.log,2020-02-03T13:40:45-0500,359YBWaINLi32_2AiXpg6g,CUSA31A369,0,Acc,0,,6412,<ZOc5L000000000000000000000000000000000000000000000Q552JU00sYfH43iWQ8KwhSc1Tj24mQ@sfdc.net>,
process_20200203140951096.log,2020-02-03T14:00:18-0500,WpTKNIuFNJKO5D4Zh2yepA,CUSA31A369,518902,Acc,2,"""image001.png"", ""Scanned from a Xerox multifunction device.pdf"", ""Hopedale Sharp MFD_20200129_134700.pdf""",541185,<YTXPR0101MB2141757E9A2FD48D33EA0A46A4000@YTXPR0101MB2141.CANPRD01.PROD.OUTLOOK.COM>,
process_20200203140951727.log,2020-02-03T13:40:36-0500,-72XKyaQMKS_Mhj5qeGD7A,CUSA31A369,0,Acc,0,,2280,<Fw5Ri000000000000000000000000000000000000000000000Q552JM002hRC2QnUQY2MHL4KQ7_27g@sfdc.net>,
process_20200203140951727.log,2020-02-03T13:49:54-0500,uEbH64ejMSOG7KCCzszHBQ,CUSA31A369,0,Acc,0,,4405,<KhuNF_PNTK-tRrH9Amtymg@ismtpd0002p1las1.sendgrid.net>,
process_20200203140951727.log,2020-02-03T13:49:56-0500,5mgCKVWfN_yQr1XkmJbiGg,CUSA31A369,0,Acc,0,,4417,<KhuNF_PNTK-tRrH9Amtymg@ismtpd0002p1las1.sendgrid.net>,
process_20200203140952110.log,2020-02-03T13:41:46-0500,f_OEfagKOEenhT0fnQi5KA,CUSA31A369,0,Acc,0,,5784,<0d8701d5dac0$d357a490$7a06edb0$@pga.com>,
process_20200203140952110.log,2020-02-03T13:44:14-0500,p3GU5yFdNPKCOKiSObcN6w,CUSA31A369,0,Acc,0,,8647,<qIxAU000000000000000000000000000000000000000000000Q552PM00O-NzJlhjQbyqOUFTDP5FZA@sfdc.net>,
process_20200203140952110.log,2020-02-03T14:01:09-0500,aBfLWeooN4qJqC7iMPoVdw,CUSA31A369,0,Hld,0,,2450,<user.104006367.1580756423282.dXq0J6LL@events.getipass.com>,Spm
process_20200203140952110.log,2020-02-03T14:01:11-0500,sy5RmkkGPa69P4wd0wzOZA,CUSA31A369,0,Hld,0,,2450,<user.104006367.1580756443392.UaaEcJa2@events.getipass.com>,Spm
process_20200203141011997.log,2020-02-03T13:40:27-0500,Iqwwj4gpPGOehD5ymVlpig,CUSA31A369,0,Acc,0,,3693,<mdV1V000000000000000000000000000000000000000000000Q552JD00FYNNa753Spq0jcx_uO3O_g@sfdc.net>,
process_20200203141011997.log,2020-02-03T13:42:51-0500,D7qXW2i_PrC7fLFBxMfaDQ,CUSA31A369,0,Acc,0,,104598,<121b3990-2edc-41f2-9af3-d030fb709f3d@dfw1s10mta530.xt.local>,
process_20200203141016449.log,2020-02-03T13:50:33-0500,gipx93bKNjSLxeb67sN2bg,CUSA31A369,0,Acc,0,,9883,<CACNygPRiO7V9U+5w=sehiodXpVRY8jquT9AH8utDt5-Y0nwfTQ@mail.gmail.com>,
process_20200203141016449.log,2020-02-03T13:59:19-0500,cOd-Gj3iNKuTwYXLV81mVA,CUSA31A369,0,Acc,0,,35502,<wVoHxu6-T2eOxM9JEahl_w@ismtpd0003p1sjc2.sendgrid.net>,
process_20200203141021941.log,2020-02-03T13:38:07-0500,wMc8RQZYNg2mZ9ZqDBR3_Q,CUSA31A369,0,Acc,0,"""image001.jpg""",23162,<9EF6C9788FEE144AB4E7B3CCF66BA0370230D9B027@HT-EX01.hankooktireusa.local>,
process_20200203141021941.log,2020-02-03T13:41:32-0500,jb_WE752NNKWIYOvhp5Vgg,CUSA31A369,0,Hld,0,,9973,<2l4.265658.16680.904932.1580754685.525892.176O@a2plmmsworker10.prod.iad2.gdg.mail>,Spm
process_20200203141021941.log,2020-02-03T13:47:06-0500,h04xTyjzMaGkrjkpSS4HKg,CUSA31A369,0,Acc,0,"""image001.jpg""",13293,<b39e478c9eec4fd987ce0d22b2724ed1@ami-exch-2012.AMI.LOCAL>,
process_20200203141021941.log,2020-02-03T13:50:34-0500,HlIxSrAQMcK1iSlYkyTcRQ,CUSA31A369,0,Acc,0,"""image001.png"", ""image002.jpg"", ""image003.jpg"", ""image004.jpg"", ""image005.png""",38096,<0ED045B9963E8846B92C8C7024FD25921074F566@cgi-mail01>,
process_20200203141028247.log,2020-02-03T13:54:01-0500,7H4EKmK_PdCMIl174fZolA,CUSA31A369,0,Acc,0,,3119,<jZOKE000000000000000000000000000000000000000000000Q5535T00S4poj_92SxO9ueKSBUrVwQ@sfdc.net>,
process_20200203141028247.log,2020-02-03T13:54:19-0500,tTmCGyZCONat5MVfxXpNKw,CUSA31A369,0,Acc,0,,3992,<010101700c673a14-b46974d9-9c55-4fa4-8e72-73cf4dc03b34-000000@us-west-2.amazonses.com>,
process_20200203141028247.log,2020-02-03T13:55:58-0500,1hwNIFzZO2WLyvTjU8nBug,CUSA31A369,0,Acc,0,,5382,<eSXvZ000000000000000000000000000000000000000000000Q5539800HXi9etehRB6K8DyhscpDZg@sfdc.net>,
process_20200203141028247.log,2020-02-03T13:56:09-0500,fZf0Ooj1N6aIlJxRwh8EVw,CUSA31A369,638964,Acc,1,"""image001.jpg"", ""Michael Roland.pdf""",655671,<MWHPR06MB3151CE9CA42AC67FA83E9612DB000@MWHPR06MB3151.namprd06.prod.outlook.com>,
process_20200203141028247.log,2020-02-03T14:00:37-0500,78xp2gBPM6idRnAUAa9CBg,CUSA31A369,0,Acc,0,,27002,<7b5ef61140454c5d8772db477c7befae@pmta107.dedicated.bmsend.com>,
process_20200203141028546.log,2020-02-03T13:57:24-0500,4ESdi_wlM6-rZ85Vf_BJLQ,CUSA31A369,0,Acc,0,"""image001.jpg"", ""image002.gif""",19249,<000101d5dac3$c3c20d10$4b462730$@actiongatortire.com>,
process_20200203141028795.log,2020-02-03T13:57:24-0500,1Ae4cPOfPAq4hnthgceNJg,CUSA31A369,0,Acc,0,"""image001.jpg"", ""image002.gif""",19251,<000101d5dac3$c3c20d10$4b462730$@actiongatortire.com>,
process_20200203141028795.log,2020-02-03T13:57:28-0500,5G6F9E5gOJyOtjCT-M5b-g,CUSA31A369,0,Acc,0,"""download.jpg""",39450,<2BE8C0B9-EBBF-44BA-B60E-94F47DB508CA@pastortheologians.com>,
process_20200203141030053.log,2020-02-03T13:55:03-0500,VCFoY2dOODCCCbS8LS24HA,CUSA31A369,0,Acc,0,,5549,<1947292454.791134.1580756101361.JavaMail.wday@web1038.svc.prod.ash.wd>,
process_20200203141033923.log,2020-02-03T13:46:01-0500,dny2IZMqNIe1riZDL4tGpw,CUSA31A369,0,Acc,0,,6333,<010001700c5fa1d5-158138a5-ecfc-4827-a75e-fbc47341804c-000000@email.amazonses.com>,
process_20200203141033923.log,2020-02-03T13:50:00-0500,utBi2TWaNbyMmc2yPEo97A,CUSA31A369,0,Acc,0,,22308,<131629220.1813823636.1580755482687.JavaMail.mktmail@sjmas04.marketo.org>,
process_20200203141033923.log,2020-02-03T14:02:40-0500,cgcDLCLOPjCK2V2UposaDw,CUSA31A369,774679,Acc,1,"""254606A.pdf""",776504,<361d9c$1m3gc9@gzmsho42.growmark.com>,
process_20200203141033923.log,2020-02-03T14:02:52-0500,cgcDLCLOPjCK2V2UposaDw,CUSA31A369,774679,Acc,1,"""254606A.pdf""",776504,<361d9c$1m3gc9@gzmsho42.growmark.com>,
process_20200203141034341.log,2020-02-03T13:50:02-0500,4qMfPYkeOH2XU6n97A9Dxw,CUSA31A369,0,Acc,0,,22313,<642198858.-123599950.1580755488892.JavaMail.mktmail@sjmas03.marketo.org>,
process_20200203141034341.log,2020-02-03T13:50:36-0500,NcsqXwdoNaSaAu7NYiH27Q,CUSA31A369,533142,Acc,1,"""SKM_C335120020313310.pdf""",541612,<CH2PR12MB4215322E7F7D113D4A9016E2A8000@CH2PR12MB4215.namprd12.prod.outlook.com>,
process_20200203141040214.log,2020-02-03T13:51:34-0500,z6To9X5pPdui-t328tE-rQ,CUSA31A369,0,Acc,0,,45866,<1021.5349825852.202002031836301619601.0011705552@info.ms.aa.com>,
process_20200203141040214.log,2020-02-03T13:52:18-0500,rs3aToMOMOWiRo3WIjIrmg,CUSA31A369,711438,Acc,3,"""image001.png"", ""Digester New Build Proposal.pptx"", ""Verhasselt Term Sheet.docx"", ""Verhasselt Proposal.docx""",738062,<f4695e2e875544f5beb95ffc7083b571@COPWS001.usoil.local>,
process_20200203141040214.log,2020-02-03T14:01:44-0500,VdIat1T5OMy2DRn1huRFUw,CUSA31A369,0,Acc,0,,117624,<u9ihhXqXRFqZ5nKEejePyw@ismtpd0054p1iad1.sendgrid.net>,
process_20200203141043876.log,2020-02-03T13:45:11-0500,p7gEYCrkPbK9P181sUP-fg,CUSA31A369,82550,Acc,1,"""ParentPetroleumInc-USVENTURE_119SCicero-Invoice-1346357-20200203-124500.pdf""",89003,<E437F44F0315AACD91A89D723F463581DC3FBDDE@PAP0TS2>,
process_20200203141043876.log,2020-02-03T13:48:24-0500,MmwVizVkN2ySxaReOQtWdA,CUSA31A369,0,Acc,0,,66377,<51659c66-f4d9-468d-bea9-5e72cf927fb1@ind1s06mta1360.xt.local>,
process_20200203141057005.log,2020-02-03T13:43:10-0500,Els4JeUKMHOo--sEKKwqyw,CUSA31A369,0,Acc,0,,104595,<450dc6d5-dcf6-46d4-ad5b-a9062dd04186@dfw1s10mta526.xt.local>,
process_20200203141057005.log,2020-02-03T13:47:41-0500,jw4gBb9pOeariGpRBoISlg,CUSA31A369,25979,Acc,1,"""POD.pdf""",32852,<MWHPR18MB153560B1214DB5396CE95B2BCB000@MWHPR18MB1535.namprd18.prod.outlook.com>,
process_20200203141057005.log,2020-02-03T14:04:39-0500,LpbveSxCMTyJnUw4lzC29Q,CUSA31A369,0,Acc,0,,25537,<1e064kjm02sq480b.1580756639236.Railgunner@aus-mexec51.indeed.net>,
process_20200203141057662.log,2020-02-03T13:40:16-0500,usxxlRzQMOS78pSukkXSAA,CUSA31A369,0,Acc,0,,7886,<4Oz1uemcmsbwkr,
process_20200203141057662.log,2020-02-03T13:43:25-0500,w1lDtJj6Of2aXPjQMN1IVw,CUSA31A369,0,Acc,0,,102813,<spgR6CVLQ4CmK2FuQ2ZMNA@ismtpd0019p1las1.sendgrid.net>,
process_20200203141057662.log,2020-02-03T13:56:25-0500,vS7-das8NrqXsZq0Z76PDg,CUSA31A369,0,Acc,0,,14353,<8dda4ac47e4f4b2ba621a632015790aa@COPWS002.usoil.local>,
process_20200203141057662.log,2020-02-03T14:03:17-0500,13rQV0aqP_KcMvU9e18rVw,CUSA31A369,0,Acc,0,"""image001.jpg""",14169,<7064a4edd49d4f9b82536ca1ae4528bd@COPWS002.usoil.local>,
process_20200203141057662.log,2020-02-03T14:05:48-0500,T0y0z2gNOS-IBV-qwLtC9g,CUSA31A369,0,Acc,0,,72953,<4Oz1ucmcmPye0D2bbSzcmvbme.mP.1580756719599@OMS09.bobitenews.com>,
process_20200203141057662.log,2020-02-03T14:08:20-0500,93KLW4vyNbK69dby1SaAwQ,CUSA31A369,0,Acc,0,,15329,<257bec841e214468b00c2d75c86522cf@COPWS002.usoil.local>,
process_20200203141058383.log,2020-02-03T13:43:40-0500,RPoPgC0CNpGcufW6gxZLgA,CUSA31A369,0,Acc,0,,17768,<0515a8be48934a66a2624fe55eb95811@COPWS002.usoil.local>,
process_20200203141058383.log,2020-02-03T13:51:53-0500,hf8DQXlFMuKnhKmxtzyv4A,CUSA31A369,0,Acc,0,,4968,<NrZx-NEJRM2rnpR8DUY-QA@ismtpd0004p1sjc2.sendgrid.net>,
process_20200203141108723.log,2020-02-03T13:38:59-0500,JpciqusmPnumFFnpSWdASw,CUSA31A369,0,Acc,0,,3078,<G7LAD000000000000000000000000000000000000000000000Q552GY00si8exhBjT8G4Q3Uaxo1Yng@sfdc.net>,
process_20200203141108723.log,2020-02-03T13:45:21-0500,DhO8e3duO1KYx2ZCKq925A,CUSA31A369,0,Acc,0,,37739,<198817c2317f4bb7bfdb6cc733160a15-JVKUGUBNKBZG6ZBNIJHDE7CBPJ2XEZKEMV3E64DTPRCW2YLJNR6FG3LUOA======@microsoft.com>,
process_20200203141108723.log,2020-02-03T13:46:06-0500,dsJ7mbI2PZywGuhyWxN0SA,CUSA31A369,0,Acc,0,,4476,<010101700c5fb808-c253473d-94a2-4fa2-a791-504fa7635d49-000000@us-west-2.amazonses.com>,
process_20200203141108723.log,2020-02-03T13:47:16-0500,KZ6LgEnQNJKXPObEGbvLIw,CUSA31A369,0,Acc,0,"""image002.jpg"", ""image003.jpg""",33804,<5a467f2ad5da4efe934051f706d0439b@COPWS002.usoil.local>,
process_20200203141108723.log,2020-02-03T13:47:17-0500,U0Kfrk2tO26aFN2pq-6ikA,CUSA31A369,0,Acc,0,,16602,<4c337e659287486fae969fba29428985@COPWS002.usoil.local>,
process_20200203141108723.log,2020-02-03T13:47:18-0500,8qVHsLIsNPOxJ5oHjiiblg,CUSA31A369,3687,Acc,1,"""KMSTTERM_CHATTAHOOCHEE_5992_42525727.pdf""",8399,<c5955a95-301b-49a2-9ee3-45d60d19fe5a@HOUEXEDGE1.kindermorgan.com>,
process_20200203141108723.log,2020-02-03T13:47:31-0500,oOc5TkQkPAm0PVkHx2IsJA,CUSA31A369,0,Acc,0,,4981,<NKz8JuUVQd-8XMrqgii_HQ@ismtpd0008p1sjc2.sendgrid.net>,
process_20200203141108723.log,2020-02-03T13:48:49-0500,p45pEppJOnCkt7b8-RcOIA,CUSA31A369,0,Acc,0,"""image001.png""",28934,<16b86f1c255d4893b784272ca0db269e@COPWS001.usoil.local>,
process_20200203141108723.log,2020-02-03T13:54:21-0500,ELVVvNsKM6ifGem1QEKldg,CUSA31A369,0,Acc,0,"""image004.jpg"", ""image005.jpg"", ""image001.jpg""",99247,<CH2PR07MB72068204359795C5352C661493000@CH2PR07MB7206.namprd07.prod.outlook.com>,
process_20200203141108723.log,2020-02-03T13:58:20-0500,HJEPO5ZMNqqUw_icmkBAxQ,CUSA31A369,6782785,Acc,4,"""Ford Michelin Mustang Premium Driving Experience.Feb-Mar.pdf"", ""FORD FEBRUARY 2020 NEWSLETTER.pdf"", ""Michelin 2020 GM OE Fitment Specials.pdf"", ""GM FEBRUARY 2020 NEWSLETTER.pdf""",6799303,<DB7PR09MB24429781CCE7AD2A7C61F890FA000@DB7PR09MB2442.eurprd09.prod.outlook.com>,
process_20200203141108723.log,2020-02-03T13:58:30-0500,HJEPO5ZMNqqUw_icmkBAxQ,CUSA31A369,6782785,Acc,4,"""Ford Michelin Mustang Premium Driving Experience.Feb-Mar.pdf"", ""FORD FEBRUARY 2020 NEWSLETTER.pdf"", ""Michelin 2020 GM OE Fitment Specials.pdf"", ""GM FEBRUARY 2020 NEWSLETTER.pdf""",6799303,<DB7PR09MB24429781CCE7AD2A7C61F890FA000@DB7PR09MB2442.eurprd09.prod.outlook.com>,
process_20200203141108723.log,2020-02-03T13:58:40-0500,HJEPO5ZMNqqUw_icmkBAxQ,CUSA31A369,6782785,Acc,4,"""Ford Michelin Mustang Premium Driving Experience.Feb-Mar.pdf"", ""FORD FEBRUARY 2020 NEWSLETTER.pdf"", ""Michelin 2020 GM OE Fitment Specials.pdf"", ""GM FEBRUARY 2020 NEWSLETTER.pdf""",6799303,<DB7PR09MB24429781CCE7AD2A7C61F890FA000@DB7PR09MB2442.eurprd09.prod.outlook.com>,
process_20200203141108723.log,2020-02-03T13:58:50-0500,HJEPO5ZMNqqUw_icmkBAxQ,CUSA31A369,6782785,Acc,4,"""Ford Michelin Mustang Premium Driving Experience.Feb-Mar.pdf"", ""FORD FEBRUARY 2020 NEWSLETTER.pdf"", ""Michelin 2020 GM OE Fitment Specials.pdf"", ""GM FEBRUARY 2020 NEWSLETTER.pdf""",6799303,<DB7PR09MB24429781CCE7AD2A7C61F890FA000@DB7PR09MB2442.eurprd09.prod.outlook.com>,
process_20200203141108723.log,2020-02-03T13:59:00-0500,HJEPO5ZMNqqUw_icmkBAxQ,CUSA31A369,6782785,Acc,4,"""Ford Michelin Mustang Premium Driving Experience.Feb-Mar.pdf"", ""FORD FEBRUARY 2020 NEWSLETTER.pdf"", ""Michelin 2020 GM OE Fitment Specials.pdf"", ""GM FEBRUARY 2020 NEWSLETTER.pdf""",6799303,<DB7PR09MB24429781CCE7AD2A7C61F890FA000@DB7PR09MB2442.eurprd09.prod.outlook.com>,
process_20200203141108723.log,2020-02-03T13:59:10-0500,HJEPO5ZMNqqUw_icmkBAxQ,CUSA31A369,6782785,Acc,4,"""Ford Michelin Mustang Premium Driving Experience.Feb-Mar.pdf"", ""FORD FEBRUARY 2020 NEWSLETTER.pdf"", ""Michelin 2020 GM OE Fitment Specials.pdf"", ""GM FEBRUARY 2020 NEWSLETTER.pdf""",6799303,<DB7PR09MB24429781CCE7AD2A7C61F890FA000@DB7PR09MB2442.eurprd09.prod.outlook.com>,
process_20200203141108723.log,2020-02-03T13:59:11-0500,HJEPO5ZMNqqUw_icmkBAxQ,CUSA31A369,6782785,Acc,4,"""Ford Michelin Mustang Premium Driving Experience.Feb-Mar.pdf"", ""FORD FEBRUARY 2020 NEWSLETTER.pdf"", ""Michelin 2020 GM OE Fitment Specials.pdf"", ""GM FEBRUARY 2020 NEWSLETTER.pdf""",6799303,<DB7PR09MB24429781CCE7AD2A7C61F890FA000@DB7PR09MB2442.eurprd09.prod.outlook.com>,
process_20200203141108723.log,2020-02-03T13:59:21-0500,HJEPO5ZMNqqUw_icmkBAxQ,CUSA31A369,6782785,Acc,4,"""Ford Michelin Mustang Premium Driving Experience.Feb-Mar.pdf"", ""FORD FEBRUARY 2020 NEWSLETTER.pdf"", ""Michelin 2020 GM OE Fitment Specials.pdf"", ""GM FEBRUARY 2020 NEWSLETTER.pdf""",6799303,<DB7PR09MB24429781CCE7AD2A7C61F890FA000@DB7PR09MB2442.eurprd09.prod.outlook.com>,
process_20200203141108723.log,2020-02-03T13:59:31-0500,HJEPO5ZMNqqUw_icmkBAxQ,CUSA31A369,6782785,Acc,4,"""Ford Michelin Mustang Premium Driving Experience.Feb-Mar.pdf"", ""FORD FEBRUARY 2020 NEWSLETTER.pdf"", ""Michelin 2020 GM OE Fitment Specials.pdf"", ""GM FEBRUARY 2020 NEWSLETTER.pdf""",6799303,<DB7PR09MB24429781CCE7AD2A7C61F890FA000@DB7PR09MB2442.eurprd09.prod.outlook.com>,
process_20200203141108723.log,2020-02-03T13:59:41-0500,HJEPO5ZMNqqUw_icmkBAxQ,CUSA31A369,6782785,Acc,4,"""Ford Michelin Mustang Premium Driving Experience.Feb-Mar.pdf"", ""FORD FEBRUARY 2020 NEWSLETTER.pdf"", ""Michelin 2020 GM OE Fitment Specials.pdf"", ""GM FEBRUARY 2020 NEWSLETTER.pdf""",6799303,<DB7PR09MB24429781CCE7AD2A7C61F890FA000@DB7PR09MB2442.eurprd09.prod.outlook.com>,
process_20200203141108723.log,2020-02-03T13:59:51-0500,HJEPO5ZMNqqUw_icmkBAxQ,CUSA31A369,6782785,Acc,4,"""Ford Michelin Mustang Premium Driving Experience.Feb-Mar.pdf"", ""FORD FEBRUARY 2020 NEWSLETTER.pdf"", ""Michelin 2020 GM OE Fitment Specials.pdf"", ""GM FEBRUARY 2020 NEWSLETTER.pdf""",6799303,<DB7PR09MB24429781CCE7AD2A7C61F890FA000@DB7PR09MB2442.eurprd09.prod.outlook.com>,
process_20200203141108723.log,2020-02-03T14:01:25-0500,E9-1Xq8EP1eqFYAxdpCNWQ,CUSA31A369,0,Acc,0,"""image003.png"", ""image004.jpg"", ""image005.png""",220250,<DM6PR16MB24435083E3D1C5AF4EED45D9C5000@DM6PR16MB2443.namprd16.prod.outlook.com>,
process_20200203141119805.log,2020-02-03T13:40:19-0500,PYrBptUFMUCchoq00TlI-g,CUSA31A369,0,Acc,0,"""image001.png"", ""image002.png""",196520,<AM6PR09MB2726E080F42C3248CC45028EEC000@AM6PR09MB2726.eurprd09.prod.outlook.com>,
process_20200203141119805.log,2020-02-03T13:46:25-0500,DyxrYdGdP4iCgwpzKeAcPw,CUSA31A369,0,Acc,0,,34418,<010001700c600102-5050a3a4-b2e5-42a0-84f2-5524c5aa3857-000000@email.amazonses.com>,
process_20200203141119805.log,2020-02-03T13:47:06-0500,qaRbgP7wMWmGQbhf3ka63A,CUSA31A369,0,Acc,0,"""image001.jpg""",13292,<b39e478c9eec4fd987ce0d22b2724ed1@ami-exch-2012.AMI.LOCAL>,
process_20200203141119805.log,2020-02-03T13:47:06-0500,HBy1zBudN5mLL2wwI1rxdg,CUSA31A369,0,Acc,0,"""image001.jpg""",13293,<b39e478c9eec4fd987ce0d22b2724ed1@ami-exch-2012.AMI.LOCAL>,
process_20200203141119805.log,2020-02-03T13:50:29-0500,qGOR92m6NRqQBbi3yAP8jw,CUSA31A369,0,Acc,0,,49866,<010101700c63b692-da8fbe54-6f58-4000-8c57-4b1a30b7ada7-000000@us-west-2.amazonses.com>,
process_20200203141121216.log,2020-02-03T13:40:57-0500,7kBnvVZ1O-OsWivXW80X2A,CUSA31A369,0,Acc,0,,16088,<7C.C7.10795.639683E5@mx4-ord-sp1.mta.salesforce.com>,
process_20200203141121216.log,2020-02-03T13:42:40-0500,HP7rVovhPzmW8p8dygriZw,CUSA31A369,0,Acc,0,,8450,<23711A65-72EC-4BC8-82D3-CA3A332D0C3E@creativegroupinc.com>,
process_20200203141121216.log,2020-02-03T13:46:51-0500,rOwki2TxPtGQQAwNOyhEIQ,CUSA31A369,0,Hld,0,,30113,<1905802909.1812368457.1580753507844.JavaMail.mktmail@sjmas04.marketo.org>,Spm
process_20200203141121216.log,2020-02-03T13:53:52-0500,zW3IikzcOb2rC1Tr6nsbWw,CUSA31A369,35787,Acc,1,"""Travel Reservation April 15 for JOHNNY RAY MORTON.pdf""",99747,<DM6PR04MB4123F36DB8349CBABE138B2D81000@DM6PR04MB4123.namprd04.prod.outlook.com>,
process_20200203141121216.log,2020-02-03T14:00:47-0500,5ObmAsd6OQmvwCpAhNpcyA,CUSA31A369,0,Acc,0,,14918,<e7847a88dfc042549d8ba98aa509a7c7@COPWS002.usoil.local>,
process_20200203141121921.log,2020-02-03T13:44:08-0500,3aLE_cp0P5mKMKbQHB68jg,CUSA31A369,0,Acc,0,"""image001.jpg"", ""image002.jpg""",19249,<10d13d18452345a3b94d24f1c39fa7d6@COPWS002.usoil.local>,
process_20200203141121921.log,2020-02-03T14:00:09-0500,cD7jc34wMlGQwoxt0aYphA,CUSA31A369,0,Acc,0,,22558,<hcexecutives.45709383.262691580756406779.JavaMail.tomcat@web-core2-005>,
process_20200203141125103.log,2020-02-03T13:54:27-0500,UXBPnqOwNMCRPNKm_iD7vg,CUSA31A369,0,Acc,0,,31903,<1178942045.5167854.1580755995829.JavaMail.app@ltx1-app46115.prod.linkedin.com>,
process_20200203141125103.log,2020-02-03T14:02:12-0500,T8Hy3VTUO8iNY6-a7pIzCQ,CUSA31A369,0,Acc,0,,107503,<da7bea9007d4f835787b4439b.6f0de231b1.20200203190020.986a834eb2.c455bd30@mail23.us4.mcsv.net>,
process_20200203141125103.log,2020-02-03T14:04:24-0500,fAm9lXozNOyxLlWi0xC2Fw,CUSA31A369,121724,Acc,1,"""CUSTOMERM_N._AUGUSTA_#2_5992_42525202.pdf""",124812,<cd33c732-4c27-45d8-82bf-f083001448c9@HOUEXEDGE1.kindermorgan.com>,
process_20200203141125103.log,2020-02-03T14:04:34-0500,fAm9lXozNOyxLlWi0xC2Fw,CUSA31A369,121724,Acc,1,"""CUSTOMERM_N._AUGUSTA_#2_5992_42525202.pdf""",124812,<cd33c732-4c27-45d8-82bf-f083001448c9@HOUEXEDGE1.kindermorgan.com>,
process_20200203141125103.log,2020-02-03T14:04:44-0500,fAm9lXozNOyxLlWi0xC2Fw,CUSA31A369,121724,Acc,1,"""CUSTOMERM_N._AUGUSTA_#2_5992_42525202.pdf""",124812,<cd33c732-4c27-45d8-82bf-f083001448c9@HOUEXEDGE1.kindermorgan.com>,
process_20200203141125103.log,2020-02-03T14:04:54-0500,fAm9lXozNOyxLlWi0xC2Fw,CUSA31A369,121724,Acc,1,"""CUSTOMERM_N._AUGUSTA_#2_5992_42525202.pdf""",124812,<cd33c732-4c27-45d8-82bf-f083001448c9@HOUEXEDGE1.kindermorgan.com>,
process_20200203141125103.log,2020-02-03T14:04:55-0500,fAm9lXozNOyxLlWi0xC2Fw,CUSA31A369,121724,Acc,1,"""CUSTOMERM_N._AUGUSTA_#2_5992_42525202.pdf""",124812,<cd33c732-4c27-45d8-82bf-f083001448c9@HOUEXEDGE1.kindermorgan.com>,
